id,nombre,idioma,fecha_adquisicion,fecha_estreno,genero_id,duracion_h,resena,nivelpublico_id
MOV001399,"Witches, The",GB,2021-04-14,2021-04-22,GP0000024,1.5,Teach past return positive middle.,RE00000003
MOV001400,"Wizard of Gore, The",GB,2021-08-16,2021-08-23,GP0000019,1.0,Gun relationship most.,RE00000004
MOV001401,"Wizard of Oz, The",GB,2021-08-19,2021-08-27,GP0000004,2.0,I hair idea color by.,RE00000001
MOV001402,Wolf Creek,GB,2021-11-04,2021-11-07,GP0000012,1.75,Article main quickly across evidence.,RE00000004
MOV001403,"Wolf Man, The",GB,2021-12-06,2021-12-22,GP0000012,1.0,Ask small kind cost power.,RE00000001
MOV001404,"Woman in Black, The",GB,2021-03-10,2021-04-01,GP0000006,1.5,Power close until.,RE00000003
MOV001405,"Woman, The",GB,2021-02-03,2021-03-03,GP0000018,1.0,Method foreign week third must ground wrong up.,RE00000001
MOV001406,"Wonderful Horrible Life of Leni Reifenstahl, The",GB,2021-10-20,2021-11-12,GP0000003,1.5,Writer ready forget about civil body body.,RE00000001
MOV001407,"World's End, The",GB,2021-01-24,2021-01-30,GP0000022,1.0,Keep church put when.,RE00000001
MOV001408,World's Greatest Dad,GB,2021-02-25,2021-03-09,GP0000001,1.0,Red smile society reason up indeed.,RE00000003
MOV001409,Would You Rather,GB,2021-03-03,2021-03-28,GP0000017,1.0,Themselves ago who lay plant history.,RE00000002
MOV001410,"Wrestler, The",GB,2021-06-11,2021-07-09,GP0000020,1.0,Development bag first bad so throughout.,RE00000002
MOV001411,Wrong,GB,2021-04-21,2021-04-30,GP0000021,1.75,Goal scientist toward decide.,RE00000002
MOV001412,"Wrong Man, The",GB,2021-11-15,2021-11-16,GP0000004,1.75,Why eat subject behind listen movie.,RE00000001
MOV001413,Wrong Turn (Series),GB,2021-04-08,2021-04-27,GP0000021,2.0,Forward discussion professor entire.,RE00000004
MOV001414,XX,GB,2021-05-10,2021-05-19,GP0000003,1.0,Open city over maybe appear administration young.,RE00000004
MOV001415,Xtro,GB,2021-02-01,2021-02-23,GP0000009,1.75,Toward particular fight.,RE00000004
MOV001416,Yeh Jawaani Hai Deewani (2013),GB,2021-11-24,2021-12-20,GP0000010,1.75,Imagine international become hold glass kid case.,RE00000003
MOV001417,Yellow Rose,GB,2021-04-24,2021-05-14,GP0000008,2.0,Base face surface interesting social prepare.,RE00000001
MOV001418,"Yes, God, Yes",GB,2021-04-25,2021-05-11,GP0000024,1.0,Worry question writer action.,RE00000001
MOV001419,Yoga Hosers,GB,2021-03-21,2021-03-25,GP0000003,2.0,Account wife six war.,RE00000004
MOV001420,You Were Never Really Here,GB,2021-08-28,2021-09-15,GP0000024,1.75,Tell image inside federal and recent little.,RE00000002
MOV001421,Young Frankenstein,GB,2021-10-19,2021-10-24,GP0000010,1.75,Avoid mouth few likely.,RE00000004
MOV001422,You’re Next,GB,2021-06-18,2021-07-04,GP0000014,2.0,Fast walk less develop.,RE00000002
MOV001423,Zack and Miri Make a Porno,GB,2021-04-27,2021-05-05,GP0000012,1.0,Something movie add.,RE00000003
MOV001424,Zanjeer (1973),GB,2021-03-04,2021-03-09,GP0000020,1.0,Half quickly make attorney enter section series.,RE00000004
MOV001425,Zindagi Na Milegi Dobara (2011),GB,2021-08-08,2021-08-23,GP0000023,2.0,Thousand resource brother article.,RE00000002
MOV001426,Zodiac,GB,2021-11-20,2021-11-21,GP0000009,2.0,Future blue system three.,RE00000001
MOV001427,Zombeavers,GB,2021-05-26,2021-06-12,GP0000014,1.0,For just Democrat past take rich themselves.,RE00000001
MOV001428,Zombi 2,GB,2021-04-25,2021-05-24,GP0000025,2.0,Rise again model store meet attention score police.,RE00000002
MOV001429,Zombi Child,GB,2021-05-05,2021-05-31,GP0000017,1.0,Term daughter leave form body can wear.,RE00000003
MOV001430,Zubeidaa (2001),GB,2021-08-06,2021-08-27,GP0000011,2.0,Understand wife exactly huge.,RE00000004
MOV001431,eXistenZ,GB,2021-11-21,2021-12-06,GP0000023,1.0,Notice entire hot south.,RE00000001
