id,sede_id,numero_sala,n_butacas
SL0046080,S00006005,4,50
SL0046081,S00006005,5,50
SL0046082,S00006005,6,20
SL0046083,S00006005,7,20
SL0046084,S00006005,8,30
SL0046085,S00006006,1,20
SL0046086,S00006006,2,45
SL0046087,S00006006,3,50
SL0046088,S00006006,4,35
SL0046089,S00006006,5,50
SL0046090,S00006006,6,45
SL0046091,S00006006,7,45
SL0046092,S00006006,8,30
SL0046093,S00006006,9,30
SL0046094,S00006006,10,30
SL0046095,S00006007,1,35
SL0046096,S00006007,2,35
SL0046097,S00006007,3,20
SL0046098,S00006007,4,30
SL0046099,S00006007,5,30
SL0046100,S00006008,1,50
SL0046101,S00006008,2,45
SL0046102,S00006008,3,20
SL0046103,S00006008,4,45
SL0046104,S00006008,5,30
SL0046105,S00006008,6,30
SL0046106,S00006008,7,45
SL0046107,S00006008,8,20
SL0046108,S00006008,9,45
SL0046109,S00006008,10,20
SL0046110,S00006009,1,35
SL0046111,S00006009,2,20
SL0046112,S00006009,3,30
SL0046113,S00006009,4,35
SL0046114,S00006009,5,45
SL0046115,S00006009,6,50
SL0046116,S00006009,7,20
SL0046117,S00006009,8,50
SL0046118,S00006009,9,20
SL0046119,S00006009,10,35
SL0046120,S00006010,1,45
SL0046121,S00006010,2,20
SL0046122,S00006010,3,50
SL0046123,S00006010,4,30
SL0046124,S00006010,5,20
SL0046125,S00006010,6,30
SL0046126,S00006010,7,50
SL0046127,S00006010,8,45
SL0046128,S00006010,9,20
SL0046129,S00006010,10,45
SL0046130,S00006011,1,20
SL0046131,S00006011,2,20
SL0046132,S00006011,3,45
SL0046133,S00006011,4,35
SL0046134,S00006011,5,20
SL0046135,S00006012,1,35
SL0046136,S00006012,2,30
SL0046137,S00006012,3,30
SL0046138,S00006012,4,45
SL0046139,S00006012,5,35
SL0046140,S00006012,6,20
SL0046141,S00006012,7,30
SL0046142,S00006012,8,20
SL0046143,S00006012,9,35
SL0046144,S00006012,10,50
SL0046145,S00006013,1,30
SL0046146,S00006013,2,35
SL0046147,S00006013,3,35
SL0046148,S00006013,4,30
SL0046149,S00006013,5,20
SL0046150,S00006013,6,30
SL0046151,S00006013,7,30
SL0046152,S00006013,8,20
SL0046153,S00006014,1,45
SL0046154,S00006014,2,50
SL0046155,S00006014,3,50
SL0046156,S00006014,4,35
SL0046157,S00006014,5,45
SL0046158,S00006014,6,50
SL0046159,S00006014,7,50
SL0046160,S00006014,8,30
SL0046161,S00006015,1,30
SL0046162,S00006015,2,45
SL0046163,S00006015,3,30
SL0046164,S00006015,4,30
SL0046165,S00006015,5,20
SL0046166,S00006015,6,20
SL0046167,S00006015,7,30
SL0046168,S00006015,8,35
SL0046169,S00006015,9,50
SL0046170,S00006015,10,50
SL0046171,S00006016,1,50
SL0046172,S00006016,2,35
SL0046173,S00006016,3,50
SL0046174,S00006016,4,50
SL0046175,S00006016,5,50
SL0046176,S00006016,6,30
SL0046177,S00006016,7,50
SL0046178,S00006016,8,45
SL0046179,S00006016,9,35
SL0046180,S00006016,10,30
SL0046181,S00006017,1,20
SL0046182,S00006017,2,35
SL0046183,S00006017,3,30
SL0046184,S00006017,4,20
SL0046185,S00006017,5,50
SL0046186,S00006017,6,45
SL0046187,S00006017,7,45
SL0046188,S00006017,8,30
SL0046189,S00006018,1,45
SL0046190,S00006018,2,20
SL0046191,S00006018,3,35
SL0046192,S00006018,4,35
SL0046193,S00006018,5,20
SL0046194,S00006018,6,30
SL0046195,S00006018,7,30
SL0046196,S00006018,8,20
SL0046197,S00006019,1,50
SL0046198,S00006019,2,20
SL0046199,S00006019,3,30
SL0046200,S00006019,4,50
SL0046201,S00006019,5,35
SL0046202,S00006019,6,50
SL0046203,S00006019,7,50
SL0046204,S00006019,8,45
SL0046205,S00006019,9,20
SL0046206,S00006019,10,45
SL0046207,S00006020,1,20
SL0046208,S00006020,2,20
SL0046209,S00006020,3,20
SL0046210,S00006020,4,35
SL0046211,S00006020,5,50
SL0046212,S00006020,6,45
SL0046213,S00006020,7,35
SL0046214,S00006020,8,45
SL0046215,S00006020,9,45
SL0046216,S00006020,10,30
SL0046217,S00006021,1,30
SL0046218,S00006021,2,30
SL0046219,S00006021,3,45
SL0046220,S00006021,4,50
SL0046221,S00006021,5,35
SL0046222,S00006021,6,30
SL0046223,S00006021,7,35
SL0046224,S00006021,8,30
SL0046225,S00006022,1,35
SL0046226,S00006022,2,30
SL0046227,S00006022,3,20
SL0046228,S00006022,4,20
SL0046229,S00006022,5,35
SL0046230,S00006023,1,30
SL0046231,S00006023,2,35
SL0046232,S00006023,3,45
SL0046233,S00006023,4,50
SL0046234,S00006023,5,35
SL0046235,S00006023,6,30
SL0046236,S00006023,7,50
SL0046237,S00006023,8,20
SL0046238,S00006023,9,35
SL0046239,S00006023,10,35
SL0046240,S00006024,1,50
SL0046241,S00006024,2,45
SL0046242,S00006024,3,30
SL0046243,S00006024,4,50
SL0046244,S00006024,5,30
SL0046245,S00006024,6,50
SL0046246,S00006024,7,50
SL0046247,S00006024,8,30
SL0046248,S00006025,1,50
SL0046249,S00006025,2,45
SL0046250,S00006025,3,20
SL0046251,S00006025,4,45
SL0046252,S00006025,5,30
SL0046253,S00006026,1,50
SL0046254,S00006026,2,30
SL0046255,S00006026,3,35
SL0046256,S00006026,4,35
SL0046257,S00006026,5,30
SL0046258,S00006027,1,50
SL0046259,S00006027,2,45
SL0046260,S00006027,3,30
SL0046261,S00006027,4,20
SL0046262,S00006027,5,30
SL0046263,S00006027,6,50
SL0046264,S00006027,7,20
SL0046265,S00006027,8,35
SL0046266,S00006028,1,45
SL0046267,S00006028,2,35
SL0046268,S00006028,3,45
SL0046269,S00006028,4,50
SL0046270,S00006028,5,45
SL0046271,S00006028,6,35
SL0046272,S00006028,7,20
SL0046273,S00006028,8,20
SL0046274,S00006029,1,35
SL0046275,S00006029,2,20
SL0046276,S00006029,3,45
SL0046277,S00006029,4,30
SL0046278,S00006029,5,20
SL0046279,S00006029,6,30
SL0046280,S00006029,7,50
SL0046281,S00006029,8,30
SL0046282,S00006029,9,50
SL0046283,S00006029,10,35
SL0046284,S00006030,1,20
SL0046285,S00006030,2,45
SL0046286,S00006030,3,50
SL0046287,S00006030,4,30
SL0046288,S00006030,5,50
SL0046289,S00006030,6,50
SL0046290,S00006030,7,20
SL0046291,S00006030,8,45
SL0046292,S00006030,9,20
SL0046293,S00006030,10,45
SL0046294,S00006031,1,20
SL0046295,S00006031,2,20
SL0046296,S00006031,3,30
SL0046297,S00006031,4,35
SL0046298,S00006031,5,45
SL0046299,S00006031,6,30
SL0046300,S00006031,7,20
SL0046301,S00006031,8,20
SL0046302,S00006031,9,20
SL0046303,S00006031,10,45
SL0046304,S00006032,1,30
SL0046305,S00006032,2,50
SL0046306,S00006032,3,20
SL0046307,S00006032,4,45
SL0046308,S00006032,5,30
SL0046309,S00006032,6,45
SL0046310,S00006032,7,35
SL0046311,S00006032,8,45
SL0046312,S00006032,9,50
SL0046313,S00006032,10,20
SL0046314,S00006033,1,30
SL0046315,S00006033,2,50
SL0046316,S00006033,3,30
SL0046317,S00006033,4,30
SL0046318,S00006033,5,45
SL0046319,S00006033,6,35
SL0046320,S00006033,7,50
SL0046321,S00006033,8,50
SL0046322,S00006033,9,30
SL0046323,S00006033,10,35
SL0046324,S00006034,1,30
SL0046325,S00006034,2,45
SL0046326,S00006034,3,30
SL0046327,S00006034,4,45
SL0046328,S00006034,5,20
SL0046329,S00006035,1,20
SL0046330,S00006035,2,35
SL0046331,S00006035,3,30
SL0046332,S00006035,4,50
SL0046333,S00006035,5,50
SL0046334,S00006036,1,30
SL0046335,S00006036,2,30
SL0046336,S00006036,3,20
SL0046337,S00006036,4,45
SL0046338,S00006036,5,45
SL0046339,S00006036,6,30
SL0046340,S00006036,7,35
SL0046341,S00006036,8,45
SL0046342,S00006037,1,30
SL0046343,S00006037,2,35
SL0046344,S00006037,3,30
SL0046345,S00006037,4,30
SL0046346,S00006037,5,50
SL0046347,S00006038,1,20
SL0046348,S00006038,2,20
SL0046349,S00006038,3,45
SL0046350,S00006038,4,20
SL0046351,S00006038,5,45
SL0046352,S00006039,1,45
SL0046353,S00006039,2,50
SL0046354,S00006039,3,35
SL0046355,S00006039,4,30
SL0046356,S00006039,5,30
SL0046357,S00006039,6,35
SL0046358,S00006039,7,35
SL0046359,S00006039,8,20
SL0046360,S00006040,1,30
SL0046361,S00006040,2,35
SL0046362,S00006040,3,45
SL0046363,S00006040,4,20
SL0046364,S00006040,5,20
SL0046365,S00006040,6,50
SL0046366,S00006040,7,45
SL0046367,S00006040,8,50
SL0046368,S00006040,9,45
SL0046369,S00006040,10,30
SL0046370,S00006041,1,50
SL0046371,S00006041,2,30
SL0046372,S00006041,3,50
SL0046373,S00006041,4,45
SL0046374,S00006041,5,30
SL0046375,S00006041,6,35
SL0046376,S00006041,7,20
SL0046377,S00006041,8,20
SL0046378,S00006041,9,30
SL0046379,S00006041,10,20
SL0046380,S00006042,1,50
SL0046381,S00006042,2,35
SL0046382,S00006042,3,50
SL0046383,S00006042,4,20
SL0046384,S00006042,5,35
SL0046385,S00006042,6,45
SL0046386,S00006042,7,35
SL0046387,S00006042,8,20
SL0046388,S00006043,1,45
SL0046389,S00006043,2,45
SL0046390,S00006043,3,35
SL0046391,S00006043,4,20
SL0046392,S00006043,5,45
SL0046393,S00006043,6,35
SL0046394,S00006043,7,45
SL0046395,S00006043,8,50
SL0046396,S00006043,9,35
SL0046397,S00006043,10,45
SL0046398,S00006044,1,20
SL0046399,S00006044,2,30
SL0046400,S00006044,3,45
SL0046401,S00006044,4,20
SL0046402,S00006044,5,45
SL0046403,S00006045,1,45
SL0046404,S00006045,2,20
SL0046405,S00006045,3,45
SL0046406,S00006045,4,35
SL0046407,S00006045,5,45
SL0046408,S00006046,1,45
SL0046409,S00006046,2,45
SL0046410,S00006046,3,35
SL0046411,S00006046,4,30
SL0046412,S00006046,5,20
SL0046413,S00006046,6,20
SL0046414,S00006046,7,35
SL0046415,S00006046,8,45
SL0046416,S00006046,9,30
SL0046417,S00006046,10,35
SL0046418,S00006047,1,45
SL0046419,S00006047,2,45
SL0046420,S00006047,3,45
SL0046421,S00006047,4,35
SL0046422,S00006047,5,50
SL0046423,S00006047,6,30
SL0046424,S00006047,7,50
SL0046425,S00006047,8,50
SL0046426,S00006048,1,35
SL0046427,S00006048,2,35
SL0046428,S00006048,3,45
SL0046429,S00006048,4,50
SL0046430,S00006048,5,50
SL0046431,S00006049,1,20
SL0046432,S00006049,2,30
SL0046433,S00006049,3,20
SL0046434,S00006049,4,45
SL0046435,S00006049,5,50
SL0046436,S00006049,6,20
SL0046437,S00006049,7,30
SL0046438,S00006049,8,30
SL0046439,S00006049,9,20
SL0046440,S00006049,10,50
SL0046441,S00006050,1,35
SL0046442,S00006050,2,50
SL0046443,S00006050,3,35
SL0046444,S00006050,4,35
SL0046445,S00006050,5,45
SL0046446,S00006050,6,30
SL0046447,S00006050,7,20
SL0046448,S00006050,8,20
SL0046449,S00006050,9,45
SL0046450,S00006050,10,50
SL0046451,S00006051,1,45
SL0046452,S00006051,2,50
SL0046453,S00006051,3,45
SL0046454,S00006051,4,45
SL0046455,S00006051,5,35
SL0046456,S00006051,6,20
SL0046457,S00006051,7,50
SL0046458,S00006051,8,45
SL0046459,S00006052,1,50
SL0046460,S00006052,2,45
SL0046461,S00006052,3,35
SL0046462,S00006052,4,35
SL0046463,S00006052,5,35
SL0046464,S00006053,1,20
SL0046465,S00006053,2,20
SL0046466,S00006053,3,45
SL0046467,S00006053,4,20
SL0046468,S00006053,5,30
SL0046469,S00006054,1,20
SL0046470,S00006054,2,20
SL0046471,S00006054,3,20
SL0046472,S00006054,4,20
SL0046473,S00006054,5,35
SL0046474,S00006054,6,20
SL0046475,S00006054,7,35
SL0046476,S00006054,8,30
SL0046477,S00006055,1,30
SL0046478,S00006055,2,50
SL0046479,S00006055,3,20
SL0046480,S00006055,4,30
SL0046481,S00006055,5,35
SL0046482,S00006056,1,35
SL0046483,S00006056,2,45
SL0046484,S00006056,3,35
SL0046485,S00006056,4,20
SL0046486,S00006056,5,45
SL0046487,S00006056,6,45
SL0046488,S00006056,7,50
SL0046489,S00006056,8,35
SL0046490,S00006056,9,45
SL0046491,S00006056,10,20
SL0046492,S00006057,1,50
SL0046493,S00006057,2,30
SL0046494,S00006057,3,45
SL0046495,S00006057,4,20
SL0046496,S00006057,5,50
SL0046497,S00006057,6,30
SL0046498,S00006057,7,45
SL0046499,S00006057,8,50
SL0046500,S00006057,9,20
SL0046501,S00006057,10,30
SL0046502,S00006058,1,45
SL0046503,S00006058,2,30
SL0046504,S00006058,3,30
SL0046505,S00006058,4,50
SL0046506,S00006058,5,30
SL0046507,S00006058,6,35
SL0046508,S00006058,7,20
SL0046509,S00006058,8,20
SL0046510,S00006059,1,45
SL0046511,S00006059,2,50
SL0046512,S00006059,3,20
SL0046513,S00006059,4,20
SL0046514,S00006059,5,20
SL0046515,S00006059,6,45
SL0046516,S00006059,7,20
SL0046517,S00006059,8,45
SL0046518,S00006059,9,35
SL0046519,S00006059,10,20
SL0046520,S00006060,1,50
SL0046521,S00006060,2,20
SL0046522,S00006060,3,20
SL0046523,S00006060,4,50
SL0046524,S00006060,5,20
SL0046525,S00006060,6,50
SL0046526,S00006060,7,50
SL0046527,S00006060,8,20
SL0046528,S00006061,1,20
SL0046529,S00006061,2,50
SL0046530,S00006061,3,30
SL0046531,S00006061,4,30
SL0046532,S00006061,5,20
SL0046533,S00006062,1,20
SL0046534,S00006062,2,30
SL0046535,S00006062,3,45
SL0046536,S00006062,4,50
SL0046537,S00006062,5,50
SL0046538,S00006062,6,30
SL0046539,S00006062,7,30
SL0046540,S00006062,8,20
SL0046541,S00006063,1,30
SL0046542,S00006063,2,30
SL0046543,S00006063,3,35
SL0046544,S00006063,4,45
SL0046545,S00006063,5,50
SL0046546,S00006063,6,50
SL0046547,S00006063,7,45
SL0046548,S00006063,8,45
SL0046549,S00006064,1,45
SL0046550,S00006064,2,35
SL0046551,S00006064,3,35
SL0046552,S00006064,4,45
SL0046553,S00006064,5,35
SL0046554,S00006065,1,20
SL0046555,S00006065,2,50
SL0046556,S00006065,3,20
SL0046557,S00006065,4,30
SL0046558,S00006065,5,45
SL0046559,S00006065,6,50
SL0046560,S00006065,7,35
SL0046561,S00006065,8,35
SL0046562,S00006066,1,50
SL0046563,S00006066,2,35
SL0046564,S00006066,3,20
SL0046565,S00006066,4,45
SL0046566,S00006066,5,35
SL0046567,S00006066,6,30
SL0046568,S00006066,7,50
SL0046569,S00006066,8,30
SL0046570,S00006067,1,20
SL0046571,S00006067,2,20
SL0046572,S00006067,3,50
SL0046573,S00006067,4,30
SL0046574,S00006067,5,20
SL0046575,S00006068,1,35
SL0046576,S00006068,2,35
SL0046577,S00006068,3,30
SL0046578,S00006068,4,20
SL0046579,S00006068,5,45
SL0046580,S00006069,1,35
SL0046581,S00006069,2,35
SL0046582,S00006069,3,20
SL0046583,S00006069,4,30
SL0046584,S00006069,5,30
SL0046585,S00006070,1,20
SL0046586,S00006070,2,20
SL0046587,S00006070,3,35
SL0046588,S00006070,4,50
SL0046589,S00006070,5,45
SL0046590,S00006070,6,30
SL0046591,S00006070,7,30
SL0046592,S00006070,8,20
SL0046593,S00006071,1,20
SL0046594,S00006071,2,20
SL0046595,S00006071,3,45
SL0046596,S00006071,4,45
SL0046597,S00006071,5,30
SL0046598,S00006072,1,45
SL0046599,S00006072,2,20
SL0046600,S00006072,3,30
SL0046601,S00006072,4,45
SL0046602,S00006072,5,30
SL0046603,S00006072,6,50
SL0046604,S00006072,7,30
SL0046605,S00006072,8,30
SL0046606,S00006073,1,50
SL0046607,S00006073,2,30
SL0046608,S00006073,3,50
SL0046609,S00006073,4,35
SL0046610,S00006073,5,50
SL0046611,S00006074,1,20
SL0046612,S00006074,2,35
SL0046613,S00006074,3,20
SL0046614,S00006074,4,50
SL0046615,S00006074,5,30
SL0046616,S00006074,6,20
SL0046617,S00006074,7,35
SL0046618,S00006074,8,45
SL0046619,S00006075,1,35
SL0046620,S00006075,2,30
SL0046621,S00006075,3,45
SL0046622,S00006075,4,30
SL0046623,S00006075,5,30
SL0046624,S00006075,6,35
SL0046625,S00006075,7,50
SL0046626,S00006075,8,50
SL0046627,S00006075,9,50
SL0046628,S00006075,10,35
SL0046629,S00006076,1,30
SL0046630,S00006076,2,50
SL0046631,S00006076,3,45
SL0046632,S00006076,4,30
SL0046633,S00006076,5,20
SL0046634,S00006077,1,20
SL0046635,S00006077,2,35
SL0046636,S00006077,3,35
SL0046637,S00006077,4,30
SL0046638,S00006077,5,45
SL0046639,S00006077,6,20
SL0046640,S00006077,7,45
SL0046641,S00006077,8,30
SL0046642,S00006077,9,45
SL0046643,S00006077,10,30
SL0046644,S00006078,1,50
SL0046645,S00006078,2,50
SL0046646,S00006078,3,35
SL0046647,S00006078,4,50
SL0046648,S00006078,5,45
SL0046649,S00006079,1,45
SL0046650,S00006079,2,50
SL0046651,S00006079,3,35
SL0046652,S00006079,4,30
SL0046653,S00006079,5,45
SL0046654,S00006080,1,50
SL0046655,S00006080,2,30
SL0046656,S00006080,3,50
SL0046657,S00006080,4,45
SL0046658,S00006080,5,30
SL0046659,S00006080,6,45
SL0046660,S00006080,7,50
SL0046661,S00006080,8,30
SL0046662,S00006080,9,50
SL0046663,S00006080,10,20
SL0046664,S00006081,1,20
SL0046665,S00006081,2,45
SL0046666,S00006081,3,45
SL0046667,S00006081,4,45
SL0046668,S00006081,5,30
SL0046669,S00006082,1,20
SL0046670,S00006082,2,45
SL0046671,S00006082,3,20
SL0046672,S00006082,4,45
SL0046673,S00006082,5,20
SL0046674,S00006082,6,30
SL0046675,S00006082,7,35
SL0046676,S00006082,8,45
SL0046677,S00006082,9,35
SL0046678,S00006082,10,20
SL0046679,S00006083,1,20
SL0046680,S00006083,2,45
SL0046681,S00006083,3,45
SL0046682,S00006083,4,20
SL0046683,S00006083,5,35
SL0046684,S00006084,1,45
SL0046685,S00006084,2,50
SL0046686,S00006084,3,20
SL0046687,S00006084,4,45
SL0046688,S00006084,5,30
SL0046689,S00006085,1,30
SL0046690,S00006085,2,30
SL0046691,S00006085,3,35
SL0046692,S00006085,4,30
SL0046693,S00006085,5,20
SL0046694,S00006085,6,30
SL0046695,S00006085,7,35
SL0046696,S00006085,8,50
SL0046697,S00006086,1,45
SL0046698,S00006086,2,20
SL0046699,S00006086,3,45
SL0046700,S00006086,4,50
SL0046701,S00006086,5,45
SL0046702,S00006086,6,35
SL0046703,S00006086,7,30
SL0046704,S00006086,8,20
SL0046705,S00006086,9,20
SL0046706,S00006086,10,30
SL0046707,S00006087,1,20
SL0046708,S00006087,2,35
SL0046709,S00006087,3,35
SL0046710,S00006087,4,35
SL0046711,S00006087,5,35
SL0046712,S00006087,6,35
SL0046713,S00006087,7,35
SL0046714,S00006087,8,35
SL0046715,S00006088,1,20
SL0046716,S00006088,2,50
SL0046717,S00006088,3,50
SL0046718,S00006088,4,35
SL0046719,S00006088,5,35
SL0046720,S00006088,6,30
SL0046721,S00006088,7,35
SL0046722,S00006088,8,45
SL0046723,S00006088,9,20
SL0046724,S00006088,10,30
SL0046725,S00006089,1,35
SL0046726,S00006089,2,45
SL0046727,S00006089,3,35
SL0046728,S00006089,4,30
SL0046729,S00006089,5,50
SL0046730,S00006090,1,30
SL0046731,S00006090,2,20
SL0046732,S00006090,3,50
SL0046733,S00006090,4,35
SL0046734,S00006090,5,45
SL0046735,S00006090,6,35
SL0046736,S00006090,7,35
SL0046737,S00006090,8,20
SL0046738,S00006090,9,20
SL0046739,S00006090,10,30
SL0046740,S00006091,1,30
SL0046741,S00006091,2,35
SL0046742,S00006091,3,50
SL0046743,S00006091,4,35
SL0046744,S00006091,5,35
SL0046745,S00006092,1,30
SL0046746,S00006092,2,20
SL0046747,S00006092,3,50
SL0046748,S00006092,4,30
SL0046749,S00006092,5,20
SL0046750,S00006092,6,30
SL0046751,S00006092,7,50
SL0046752,S00006092,8,35
SL0046753,S00006093,1,20
SL0046754,S00006093,2,20
SL0046755,S00006093,3,50
SL0046756,S00006093,4,35
SL0046757,S00006093,5,30
SL0046758,S00006093,6,45
SL0046759,S00006093,7,20
SL0046760,S00006093,8,30
SL0046761,S00006094,1,50
SL0046762,S00006094,2,35
SL0046763,S00006094,3,50
SL0046764,S00006094,4,20
SL0046765,S00006094,5,35
SL0046766,S00006094,6,35
SL0046767,S00006094,7,30
SL0046768,S00006094,8,20
SL0046769,S00006094,9,50
SL0046770,S00006094,10,30
SL0046771,S00006095,1,35
SL0046772,S00006095,2,45
SL0046773,S00006095,3,30
SL0046774,S00006095,4,50
SL0046775,S00006095,5,35
SL0046776,S00006095,6,50
SL0046777,S00006095,7,50
SL0046778,S00006095,8,50
SL0046779,S00006096,1,20
SL0046780,S00006096,2,45
SL0046781,S00006096,3,50
SL0046782,S00006096,4,20
SL0046783,S00006096,5,20
SL0046784,S00006096,6,20
SL0046785,S00006096,7,30
SL0046786,S00006096,8,35
SL0046787,S00006097,1,45
SL0046788,S00006097,2,50
SL0046789,S00006097,3,20
SL0046790,S00006097,4,30
SL0046791,S00006097,5,35
SL0046792,S00006097,6,20
SL0046793,S00006097,7,30
SL0046794,S00006097,8,30
SL0046795,S00006097,9,30
SL0046796,S00006097,10,45
SL0046797,S00006098,1,30
SL0046798,S00006098,2,45
SL0046799,S00006098,3,30
SL0046800,S00006098,4,35
SL0046801,S00006098,5,20
SL0046802,S00006098,6,35
SL0046803,S00006098,7,50
SL0046804,S00006098,8,50
SL0046805,S00006098,9,45
SL0046806,S00006098,10,45
SL0046807,S00006099,1,20
SL0046808,S00006099,2,20
SL0046809,S00006099,3,30
SL0046810,S00006099,4,35
SL0046811,S00006099,5,50
SL0046812,S00006099,6,45
SL0046813,S00006099,7,30
SL0046814,S00006099,8,30
SL0046815,S00006100,1,50
SL0046816,S00006100,2,35
SL0046817,S00006100,3,50
SL0046818,S00006100,4,30
SL0046819,S00006100,5,20
SL0046820,S00006100,6,50
SL0046821,S00006100,7,45
SL0046822,S00006100,8,50
SL0046823,S00006101,1,20
SL0046824,S00006101,2,30
SL0046825,S00006101,3,45
SL0046826,S00006101,4,45
SL0046827,S00006101,5,45
SL0046828,S00006102,1,20
SL0046829,S00006102,2,35
SL0046830,S00006102,3,35
SL0046831,S00006102,4,20
SL0046832,S00006102,5,45
SL0046833,S00006103,1,30
SL0046834,S00006103,2,35
SL0046835,S00006103,3,20
SL0046836,S00006103,4,50
SL0046837,S00006103,5,35
SL0046838,S00006103,6,50
SL0046839,S00006103,7,45
SL0046840,S00006103,8,50
SL0046841,S00006104,1,45
SL0046842,S00006104,2,45
SL0046843,S00006104,3,20
SL0046844,S00006104,4,35
SL0046845,S00006104,5,35
SL0046846,S00006104,6,35
SL0046847,S00006104,7,30
SL0046848,S00006104,8,35
SL0046849,S00006105,1,30
SL0046850,S00006105,2,50
SL0046851,S00006105,3,45
SL0046852,S00006105,4,45
SL0046853,S00006105,5,45
SL0046854,S00006105,6,50
SL0046855,S00006105,7,50
SL0046856,S00006105,8,35
SL0046857,S00006105,9,30
SL0046858,S00006105,10,45
SL0046859,S00006106,1,50
SL0046860,S00006106,2,20
SL0046861,S00006106,3,50
SL0046862,S00006106,4,20
SL0046863,S00006106,5,35
SL0046864,S00006107,1,45
SL0046865,S00006107,2,35
SL0046866,S00006107,3,45
SL0046867,S00006107,4,20
SL0046868,S00006107,5,30
SL0046869,S00006107,6,30
SL0046870,S00006107,7,35
SL0046871,S00006107,8,45
SL0046872,S00006108,1,20
SL0046873,S00006108,2,50
SL0046874,S00006108,3,50
SL0046875,S00006108,4,45
SL0046876,S00006108,5,45
