,id,nombre,idioma,fecha_adquisicion,fecha_estreno,genero_id,duracion_h,resena,nivelpublico_id
1351,MOV001352,"Village, The",GB,2021-01-23,2021-02-02,GP0000013,1.5,Then they indicate true attention.,RE00000004
1352,MOV001353,Visitor Q,GB,2021-10-22,2021-11-15,GP0000006,1.5,Blood just of full page.,RE00000004
1353,MOV001354,"Voices, The",GB,2021-01-08,2021-01-10,GP0000009,2.0,Plant attack significant year space drug feeling.,RE00000002
1354,MOV001355,W.,GB,2021-08-16,2021-09-12,GP0000022,1.75,Success nature majority bring method.,RE00000001
1355,MOV001356,Waco,GB,2021-01-13,2021-01-22,GP0000016,2.0,News shake either late morning reveal either.,RE00000003
1356,MOV001357,Wag the Dog,GB,2021-03-23,2021-04-19,GP0000022,1.0,Example magazine western kind.,RE00000002
1357,MOV001358,"Wages of Fear, The",GB,2021-05-13,2021-05-30,GP0000003,1.5,Body not charge product home new newspaper.,RE00000002
1358,MOV001359,Waiting for Guffman,GB,2021-02-09,2021-03-02,GP0000025,1.75,Tough make girl far everything side star successful.,RE00000003
1359,MOV001360,Wall Street,GB,2021-08-05,2021-08-19,GP0000010,1.5,Health behavior politics have manager mouth.,RE00000001
1360,MOV001361,Walmart,GB,2021-07-03,2021-07-05,GP0000025,2.0,Rise rule kitchen remain.,RE00000003
1361,MOV001362,"Ward, The",GB,2021-07-25,2021-08-18,GP0000019,1.5,Common including list decision.,RE00000002
1362,MOV001363,"Warriors, The",GB,2021-06-11,2021-06-30,GP0000003,1.0,Choice people challenge claim name.,RE00000004
1363,MOV001364,Watchmen,GB,2021-01-15,2021-01-27,GP0000009,2.0,Congress above save rather.,RE00000001
1364,MOV001365,Wayne's World,GB,2021-10-13,2021-11-11,GP0000022,1.5,Situation both north figure perform economy despite.,RE00000004
1365,MOV001366,We Are What We Are,GB,2021-10-04,2021-10-17,GP0000019,2.0,Church next realize fall change memory.,RE00000001
1366,MOV001367,We Need to Talk About Kevin,GB,2021-05-18,2021-06-16,GP0000013,2.0,Share way environment kitchen and.,RE00000003
1367,MOV001368,"Weather Man, The",GB,2021-03-26,2021-03-31,GP0000004,2.0,See as buy character friend sing bit.,RE00000004
1368,MOV001369,Welcome to the Dollhouse,GB,2021-05-27,2021-06-04,GP0000018,2.0,Final determine south.,RE00000004
1369,MOV001370,Wet Hot American Summer,GB,2021-08-31,2021-09-09,GP0000009,2.0,Operation only language project necessary.,RE00000002
1370,MOV001371,What Dreams May Come,GB,2021-11-11,2021-12-08,GP0000020,2.0,Mind chair allow hear.,RE00000001
1371,MOV001372,What Ever Happened to Baby Jane?,GB,2021-10-19,2021-11-17,GP0000021,1.5,Company ten strong light if remember record.,RE00000001
1372,MOV001373,What Have I Done to Deserve This,GB,2021-10-19,2021-11-15,GP0000020,1.5,Phone across yes by half back.,RE00000001
1373,MOV001374,What We Do In the Shadows,GB,2021-01-28,2021-02-02,GP0000018,1.5,Maintain exist article run reflect establish.,RE00000002
1374,MOV001375,Whatever Works,GB,2021-07-28,2021-08-25,GP0000009,1.5,Her wait out crime night painting.,RE00000004
1375,MOV001376,When Harry Met Sally,GB,2021-05-30,2021-06-09,GP0000001,1.0,Man check sister thus every fly score.,RE00000003
1376,MOV001377,When a Stranger Calls,GB,2021-09-07,2021-10-05,GP0000008,1.5,Fine water long off maintain.,RE00000004
1377,MOV001378,When a Stranger Calls Back,GB,2021-07-20,2021-07-28,GP0000012,1.0,Girl case sell how church.,RE00000004
1378,MOV001379,Whiskey Mountain,GB,2021-05-29,2021-05-31,GP0000021,1.75,Story artist hold head stock education show.,RE00000004
1379,MOV001380,Whisper of the Heart,GB,2021-06-23,2021-07-13,GP0000001,2.0,Describe company music pick loss.,RE00000003
1380,MOV001381,White Dog,GB,2021-07-15,2021-07-17,GP0000024,2.0,Owner eight international group perhaps team from this.,RE00000002
1381,MOV001382,White Girl,GB,2021-10-01,2021-10-22,GP0000005,1.5,Second already community know either bar.,RE00000002
1382,MOV001383,White God,GB,2021-07-10,2021-07-24,GP0000003,1.75,Political describe half message.,RE00000002
1383,MOV001384,Who Framed Roger Rabbit,GB,2021-04-22,2021-05-13,GP0000018,2.0,Feel computer woman same material speech.,RE00000003
1384,MOV001385,Who's Afraid of Virginia Woolf,GB,2021-04-12,2021-05-09,GP0000015,1.5,Tax sometimes who positive.,RE00000004
1385,MOV001386,"Wicker Man, The",GB,2021-07-04,2021-08-01,GP0000024,1.5,Able want season.,RE00000001
1386,MOV001387,Wiener Dog,GB,2021-09-02,2021-09-27,GP0000004,1.0,Politics us trade beyond.,RE00000004
1387,MOV001388,"Wild Angels, The",GB,2021-02-23,2021-03-15,GP0000020,1.75,Information this appear person.,RE00000002
1388,MOV001389,Wild Style,GB,2021-07-17,2021-08-01,GP0000011,1.5,Future attack foot history security authority.,RE00000004
1389,MOV001390,Wild at Heart,GB,2021-05-15,2021-05-29,GP0000017,1.5,Rate a measure investment.,RE00000004
1390,MOV001391,Willard,GB,2021-12-06,2021-12-29,GP0000018,1.75,Sure shake member.,RE00000004
1391,MOV001392,Willow,GB,2021-01-16,2021-02-11,GP0000002,2.0,Parent director statement idea.,RE00000001
1392,MOV001393,Willow Creek,GB,2021-06-03,2021-06-06,GP0000019,1.0,Science activity deep.,RE00000001
1393,MOV001394,Wind River,GB,2021-05-09,2021-05-29,GP0000022,2.0,Rise participant so fast.,RE00000001
1394,MOV001395,Windy City Heat,GB,2021-05-25,2021-05-31,GP0000006,1.75,Ask class nature activity.,RE00000003
1395,MOV001396,Wishmaster (Series),GB,2021-02-18,2021-03-10,GP0000015,1.75,Though such meet chair.,RE00000003
1396,MOV001397,"Witch Who Came From the Sea, The",GB,2021-09-15,2021-09-30,GP0000009,2.0,Speak street different consumer network affect.,RE00000004
1397,MOV001398,"Witch, The",GB,2021-08-28,2021-09-05,GP0000022,1.0,Daughter southern enjoy career man raise.,RE00000002
1398,MOV001399,"Witches, The",GB,2021-05-06,2021-05-13,GP0000007,1.5,Art many piece everybody number member charge fish.,RE00000003
1399,MOV001400,"Wizard of Gore, The",GB,2021-06-23,2021-07-01,GP0000011,2.0,Offer dog question room who.,RE00000004
1400,MOV001401,"Wizard of Oz, The",GB,2021-09-05,2021-09-13,GP0000014,1.5,Not understand themselves director him act.,RE00000001
1401,MOV001402,Wolf Creek,GB,2021-09-11,2021-09-23,GP0000022,2.0,Each hundred when machine old study speak.,RE00000001
1402,MOV001403,"Wolf Man, The",GB,2021-03-23,2021-04-01,GP0000016,1.0,Republican good detail team chair fund.,RE00000001
1403,MOV001404,"Woman in Black, The",GB,2021-04-10,2021-04-15,GP0000003,1.75,Story fly whose analysis.,RE00000003
1404,MOV001405,"Woman, The",GB,2021-01-16,2021-01-19,GP0000004,2.0,Learn break participant in within challenge trip.,RE00000004
1405,MOV001406,"Wonderful Horrible Life of Leni Reifenstahl, The",GB,2021-09-09,2021-09-20,GP0000016,1.75,Professional entire animal claim read.,RE00000004
1406,MOV001407,"World's End, The",GB,2021-10-05,2021-10-20,GP0000010,1.75,Loss really speak certainly two he.,RE00000001
1407,MOV001408,World's Greatest Dad,GB,2021-02-22,2021-03-09,GP0000002,2.0,Health theory land office sometimes.,RE00000001
1408,MOV001409,Would You Rather,GB,2021-06-20,2021-07-08,GP0000003,1.75,Knowledge bank begin.,RE00000001
1409,MOV001410,"Wrestler, The",GB,2021-05-16,2021-05-24,GP0000013,2.0,Avoid next list home paper another.,RE00000004
1410,MOV001411,Wrong,GB,2021-11-22,2021-12-04,GP0000016,1.0,Hotel would staff effect.,RE00000004
1411,MOV001412,"Wrong Man, The",GB,2021-12-06,2021-12-09,GP0000025,2.0,Reflect strong fear buy should his.,RE00000001
1412,MOV001413,Wrong Turn (Series),GB,2021-11-04,2021-11-26,GP0000011,1.0,Particularly high leg before.,RE00000003
1413,MOV001414,XX,GB,2021-09-08,2021-09-11,GP0000017,1.0,Various situation take TV prepare keep billion themselves.,RE00000001
1414,MOV001415,Xtro,GB,2021-10-18,2021-11-16,GP0000021,1.0,Likely structure be if.,RE00000003
1415,MOV001416,Yeh Jawaani Hai Deewani (2013),GB,2021-08-21,2021-09-17,GP0000017,2.0,Quality city eight minute available life.,RE00000004
1416,MOV001417,Yellow Rose,GB,2021-07-13,2021-07-15,GP0000014,1.75,Study subject research whatever debate explain skin government.,RE00000003
1417,MOV001418,"Yes, God, Yes",GB,2021-01-28,2021-02-13,GP0000013,2.0,Pull eight strong win analysis citizen executive.,RE00000003
1418,MOV001419,Yoga Hosers,GB,2021-10-02,2021-10-23,GP0000009,1.75,Not its knowledge others.,RE00000004
1419,MOV001420,You Were Never Really Here,GB,2021-10-07,2021-11-03,GP0000022,1.5,Suddenly himself once begin man pass.,RE00000001
1420,MOV001421,Young Frankenstein,GB,2021-03-03,2021-03-18,GP0000019,1.75,Garden bed or take.,RE00000004
1421,MOV001422,You’re Next,GB,2021-08-05,2021-08-12,GP0000005,1.0,Security organization form.,RE00000002
1422,MOV001423,Zack and Miri Make a Porno,GB,2021-11-12,2021-11-15,GP0000005,1.75,Million claim thank interview that talk particularly.,RE00000002
1423,MOV001424,Zanjeer (1973),GB,2021-06-08,2021-06-29,GP0000014,1.0,Part light positive.,RE00000001
1424,MOV001425,Zindagi Na Milegi Dobara (2011),GB,2021-06-05,2021-06-29,GP0000020,1.75,Phone surface hold society something response.,RE00000004
1425,MOV001426,Zodiac,GB,2021-09-25,2021-10-02,GP0000002,1.75,Know bit employee degree.,RE00000003
1426,MOV001427,Zombeavers,GB,2021-07-14,2021-08-08,GP0000019,1.0,Want seek light her pay point.,RE00000002
1427,MOV001428,Zombi 2,GB,2021-02-05,2021-02-28,GP0000019,2.0,Red natural reveal sign health concern.,RE00000002
1428,MOV001429,Zombi Child,GB,2021-11-25,2021-12-11,GP0000014,1.0,Consider evening budget ago approach material like.,RE00000003
1429,MOV001430,Zubeidaa (2001),GB,2021-08-26,2021-08-31,GP0000021,1.5,Kind likely over head.,RE00000003
1430,MOV001431,eXistenZ,GB,2021-03-14,2021-03-16,GP0000017,1.0,Technology take life another institution reduce.,RE00000003
